transaction_id,amount,payment_mode,merchant_category,dispute_reason_code,ip_shipping_match,failed_attempts_last_24h,account_age_days,past_dispute_count,is_vpn_used,is_chargeback_fraud
pay_00000099,271.25,UPI,TRAVEL,13.1_MERCHANDISE_NOT_RECEIVED,1,2,927,0,0,0
pay_00000100,147.9,WALLET,GAMING,10.4_FRAUDULENT_TRANSACTION,1,0,962,0,0,0
pay_00000101,1617.59,CREDIT_CARD,GAMING,10.4_FRAUDULENT_TRANSACTION,1,1,366,0,0,0
pay_00000102,666.1,WALLET,TRAVEL,13.3_NOT_AS_DESCRIBED,1,3,467,1,0,0
pay_00000103,1165.66,UPI,TRAVEL,13.1_MERCHANDISE_NOT_RECEIVED,0,2,723,0,0,0
pay_00000104,3671.9,DEBIT_CARD,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,1,828,1,0,0
pay_00000105,530.11,UPI,TRAVEL,10.5_VISA_EASY_PAYMENT,0,0,269,1,1,1
pay_00000106,892.42,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,2,917,0,0,0
pay_00000107,2213.12,CREDIT_CARD,GAMING,10.4_FRAUDULENT_TRANSACTION,1,0,95,0,0,1
pay_00000108,489.71,UPI,ELECTRONICS,13.1_MERCHANDISE_NOT_RECEIVED,1,0,172,0,0,0
pay_00000109,220.16,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,2,796,0,0,1
pay_00000110,613.21,UPI,ELECTRONICS,13.1_MERCHANDISE_NOT_RECEIVED,0,2,953,0,0,0
pay_00000111,363.71,UPI,ELECTRONICS,13.1_MERCHANDISE_NOT_RECEIVED,1,0,641,0,0,0
pay_00000112,4082.43,DEBIT_CARD,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,995,1,0,0
pay_00000113,2576.33,UPI,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,0,2,394,0,0,0
pay_00000114,1605.24,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,520,0,0,0
pay_00000115,3177.28,UPI,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,1,0,973,0,1,0
pay_00000116,2541.95,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,2,959,1,0,0
pay_00000117,409.74,CREDIT_CARD,GAMING,10.5_VISA_EASY_PAYMENT,1,2,467,0,0,0
pay_00000118,3446.22,UPI,ELECTRONICS,13.3_NOT_AS_DESCRIBED,1,1,323,0,0,0
pay_00000119,1262.65,DEBIT_CARD,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,888,0,0,0
pay_00000120,2571.02,UPI,GAMING,10.5_VISA_EASY_PAYMENT,1,0,250,0,0,0
pay_00000121,3496.36,UPI,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,1,1,67,0,0,0
pay_00000122,674.1,NETBANKING,ELECTRONICS,13.1_MERCHANDISE_NOT_RECEIVED,1,0,923,0,0,0
pay_00000123,274.89,DEBIT_CARD,TRAVEL,13.3_NOT_AS_DESCRIBED,1,0,786,0,0,0
pay_00000124,488.03,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,2,35,1,0,0
pay_00000125,935.59,DEBIT_CARD,GAMING,10.4_FRAUDULENT_TRANSACTION,1,0,381,1,0,0
pay_00000126,2655.74,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,812,0,0,0
pay_00000127,3057.02,DEBIT_CARD,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,610,0,0,0
pay_00000128,110.46,CREDIT_CARD,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,990,0,0,0
pay_00000129,1172.31,CREDIT_CARD,RETAIL,13.1_MERCHANDISE_NOT_RECEIVED,1,0,904,0,0,0
pay_00000130,910.41,WALLET,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,639,1,0,1
pay_00000131,476.75,UPI,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,1,0,85,0,0,0
pay_00000132,291.52,CREDIT_CARD,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,1,430,1,0,0
pay_00000133,717.86,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,723,0,0,0
pay_00000134,4394.68,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,555,0,0,0
pay_00000135,685.58,UPI,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,1,1,240,0,0,0
pay_00000136,1197.18,UPI,TRAVEL,13.3_NOT_AS_DESCRIBED,1,1,302,1,0,0
pay_00000137,1921.13,CREDIT_CARD,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,1,40,0,0,0
pay_00000138,777.96,CREDIT_CARD,GAMING,13.3_NOT_AS_DESCRIBED,1,0,734,0,0,0
pay_00000139,5451.7,CREDIT_CARD,TRAVEL,13.3_NOT_AS_DESCRIBED,1,1,824,0,0,0
pay_00000140,5023.01,UPI,DIGITAL_SERVICES,10.5_VISA_EASY_PAYMENT,1,0,155,0,0,0
pay_00000141,535.09,UPI,TRAVEL,13.1_MERCHANDISE_NOT_RECEIVED,1,0,148,0,0,0
pay_00000142,1131.49,NETBANKING,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,1,718,0,0,0
pay_00000143,636.9,UPI,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,825,0,0,0
pay_00000144,602.87,CREDIT_CARD,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,1,12,0,0,0
pay_00000145,156.38,DEBIT_CARD,ELECTRONICS,13.1_MERCHANDISE_NOT_RECEIVED,1,1,753,0,0,1
pay_00000146,1510.74,DEBIT_CARD,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,535,0,0,0
pay_00000147,1147.78,CREDIT_CARD,ELECTRONICS,13.1_MERCHANDISE_NOT_RECEIVED,1,0,12,0,0,0
pay_00000148,179.28,NETBANKING,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,1,117,0,0,0
pay_00000149,589.94,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,108,0,0,0
pay_00000150,3683.29,NETBANKING,ELECTRONICS,10.5_VISA_EASY_PAYMENT,1,0,684,0,0,0
pay_00000151,510.79,UPI,GAMING,10.5_VISA_EASY_PAYMENT,1,0,39,0,1,0
pay_00000152,334.8,UPI,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,1,0,554,0,0,0
pay_00000153,1108.41,UPI,GAMING,10.4_FRAUDULENT_TRANSACTION,1,1,734,0,0,0
pay_00000154,6466.06,DEBIT_CARD,ELECTRONICS,10.5_VISA_EASY_PAYMENT,1,1,48,0,0,0
pay_00000155,515.72,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,0,0,347,0,0,1
pay_00000156,1772.73,UPI,ELECTRONICS,13.1_MERCHANDISE_NOT_RECEIVED,1,0,856,2,0,1
pay_00000157,2250.83,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,835,1,1,1
pay_00000158,507.0,NETBANKING,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,1,0,478,0,0,0
pay_00000159,2054.12,DEBIT_CARD,DIGITAL_SERVICES,13.3_NOT_AS_DESCRIBED,1,1,547,0,0,0
pay_00000160,787.78,CREDIT_CARD,DIGITAL_SERVICES,13.3_NOT_AS_DESCRIBED,1,1,768,1,0,0
pay_00000161,1600.76,CREDIT_CARD,TRAVEL,13.1_MERCHANDISE_NOT_RECEIVED,0,0,865,0,0,1
pay_00000162,1605.76,UPI,ELECTRONICS,10.5_VISA_EASY_PAYMENT,1,2,805,0,1,1
pay_00000163,1251.08,UPI,ELECTRONICS,13.1_MERCHANDISE_NOT_RECEIVED,1,0,936,0,0,0
pay_00000164,241.94,NETBANKING,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,0,1,784,0,0,0
pay_00000165,2805.47,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,0,1,944,0,0,0
pay_00000166,680.22,UPI,RETAIL,10.4_FRAUDULENT_TRANSACTION,0,1,18,0,0,1
pay_00000167,409.65,UPI,TRAVEL,13.3_NOT_AS_DESCRIBED,1,1,914,0,0,0
pay_00000168,162.44,UPI,GAMING,13.3_NOT_AS_DESCRIBED,1,0,910,0,0,0
pay_00000169,1440.67,UPI,GAMING,10.4_FRAUDULENT_TRANSACTION,0,0,736,1,0,0
pay_00000170,1797.78,CREDIT_CARD,GAMING,10.4_FRAUDULENT_TRANSACTION,0,0,127,2,0,1
pay_00000171,125.09,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,332,0,0,0
pay_00000172,1176.45,CREDIT_CARD,RETAIL,13.3_NOT_AS_DESCRIBED,1,0,810,2,0,0
pay_00000173,485.24,UPI,GAMING,10.4_FRAUDULENT_TRANSACTION,1,0,2,0,0,0
pay_00000174,1654.19,UPI,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,53,0,1,0
pay_00000175,387.41,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,1,730,0,0,0
pay_00000176,1861.32,DEBIT_CARD,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,2,983,0,0,0
pay_00000177,833.44,UPI,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,1,2,60,0,0,0
pay_00000178,4240.52,CREDIT_CARD,RETAIL,10.5_VISA_EASY_PAYMENT,1,2,547,0,0,0
pay_00000179,321.92,DEBIT_CARD,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,960,0,0,0
pay_00000180,725.7,CREDIT_CARD,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,673,0,0,0
pay_00000181,280.67,UPI,TRAVEL,13.3_NOT_AS_DESCRIBED,0,1,297,1,0,0
pay_00000182,3979.29,UPI,RETAIL,13.3_NOT_AS_DESCRIBED,1,1,703,0,0,0
pay_00000183,3247.5,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,857,0,0,0
pay_00000184,547.49,CREDIT_CARD,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,772,0,0,0
pay_00000185,1718.14,UPI,DIGITAL_SERVICES,10.5_VISA_EASY_PAYMENT,1,0,277,0,0,0
pay_00000186,2649.23,DEBIT_CARD,RETAIL,13.1_MERCHANDISE_NOT_RECEIVED,0,0,624,0,0,0
pay_00000187,1315.2,NETBANKING,GAMING,10.5_VISA_EASY_PAYMENT,1,2,644,0,0,0
pay_00000188,1231.42,UPI,GAMING,10.4_FRAUDULENT_TRANSACTION,1,1,607,0,0,0
pay_00000189,515.32,UPI,RETAIL,13.1_MERCHANDISE_NOT_RECEIVED,1,0,824,0,0,0
pay_00000190,246.59,CREDIT_CARD,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,1,0,753,0,0,0
pay_00000191,3512.68,UPI,DIGITAL_SERVICES,13.3_NOT_AS_DESCRIBED,0,0,463,0,0,1
pay_00000192,3560.16,UPI,ELECTRONICS,10.5_VISA_EASY_PAYMENT,1,0,260,0,0,0
pay_00000193,1604.0,NETBANKING,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,132,0,0,0
pay_00000194,721.07,UPI,TRAVEL,13.1_MERCHANDISE_NOT_RECEIVED,1,0,236,1,0,0
pay_00000195,744.35,NETBANKING,RETAIL,10.4_FRAUDULENT_TRANSACTION,0,0,771,0,0,0
pay_00000196,2041.7,DEBIT_CARD,GAMING,13.3_NOT_AS_DESCRIBED,1,0,756,1,0,0
pay_00000197,3511.15,DEBIT_CARD,DIGITAL_SERVICES,13.3_NOT_AS_DESCRIBED,1,0,55,0,0,0
pay_00000198,3371.7,UPI,GAMING,13.3_NOT_AS_DESCRIBED,1,0,709,0,0,0
pay_00000199,2370.34,UPI,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,0,0,83,0,0,1
pay_00000200,1640.97,CREDIT_CARD,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,510,0,0,0
pay_00000201,231.84,UPI,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,1,870,1,1,0
pay_00000202,364.44,UPI,GAMING,10.4_FRAUDULENT_TRANSACTION,1,0,288,1,0,0
pay_00000203,3532.35,UPI,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,1,380,0,1,0
pay_00000204,1498.74,UPI,ELECTRONICS,10.5_VISA_EASY_PAYMENT,1,0,314,0,0,0
pay_00000205,113.86,UPI,GAMING,10.4_FRAUDULENT_TRANSACTION,1,1,457,3,0,1
pay_00000206,260.5,DEBIT_CARD,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,1,0,963,0,0,0
pay_00000207,1733.74,UPI,RETAIL,13.3_NOT_AS_DESCRIBED,1,0,930,0,1,1
pay_00000208,107.61,UPI,RETAIL,13.3_NOT_AS_DESCRIBED,1,0,191,1,0,0
pay_00000209,362.97,CREDIT_CARD,GAMING,13.1_MERCHANDISE_NOT_RECEIVED,1,0,217,1,0,1
pay_00000210,1293.55,WALLET,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,0,245,0,0,0
pay_00000211,1865.97,UPI,GAMING,10.4_FRAUDULENT_TRANSACTION,1,1,778,0,1,0
pay_00000212,1683.16,UPI,TRAVEL,10.4_FRAUDULENT_TRANSACTION,1,0,32,0,0,0
pay_00000213,480.92,CREDIT_CARD,DIGITAL_SERVICES,13.3_NOT_AS_DESCRIBED,1,0,261,1,0,0
pay_00000214,1968.13,NETBANKING,TRAVEL,13.1_MERCHANDISE_NOT_RECEIVED,1,0,157,0,0,0
pay_00000215,506.24,DEBIT_CARD,TRAVEL,13.1_MERCHANDISE_NOT_RECEIVED,1,0,135,0,0,0
pay_00000216,690.45,CREDIT_CARD,DIGITAL_SERVICES,13.3_NOT_AS_DESCRIBED,1,0,911,1,0,0
pay_00000217,2158.54,UPI,GAMING,13.3_NOT_AS_DESCRIBED,0,1,770,0,0,0
pay_00000218,1673.16,CREDIT_CARD,GAMING,10.5_VISA_EASY_PAYMENT,1,0,266,0,0,0
pay_00000219,2937.93,UPI,RETAIL,13.3_NOT_AS_DESCRIBED,1,0,395,0,1,0
pay_00000220,1707.72,CREDIT_CARD,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,1,53,0,0,1
pay_00000221,1360.07,DEBIT_CARD,GAMING,10.4_FRAUDULENT_TRANSACTION,1,1,312,0,1,0
pay_00000222,247.54,WALLET,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,1,40,0,0,0
pay_00000223,787.62,UPI,ELECTRONICS,13.1_MERCHANDISE_NOT_RECEIVED,1,0,186,1,0,0
pay_00000224,562.24,UPI,DIGITAL_SERVICES,13.1_MERCHANDISE_NOT_RECEIVED,1,1,247,0,0,0
pay_00000225,519.55,CREDIT_CARD,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,981,0,0,0
pay_00000226,5518.46,DEBIT_CARD,DIGITAL_SERVICES,13.3_NOT_AS_DESCRIBED,1,0,588,0,0,0
pay_00000227,849.08,DEBIT_CARD,ELECTRONICS,10.4_FRAUDULENT_TRANSACTION,1,0,964,0,0,0
pay_00000228,3439.08,UPI,TRAVEL,10.5_VISA_EASY_PAYMENT,1,0,604,0,0,0
pay_00000229,1596.0,UPI,DIGITAL_SERVICES,10.4_FRAUDULENT_TRANSACTION,1,0,733,0,0,0
pay_00000230,2475.74,CREDIT_CARD,RETAIL,10.4_FRAUDULENT_TRANSACTION,1,1,717,0,0,0
pay_00000231,1147.65,UPI,GAMING,10.4_FRAUDULENT_TRANSACTION,1,1,626,0,0,0
pay_00000232,1390.23,NETBANKING,GAMING,10.4_FRAUDULENT_TRANSACTION,1,1,594,0,0,0
